fold,partition,id
2,fit,S01904
2,fit,S01905
2,fit,S01906
2,fit,S01908
2,fit,S01909
2,fit,S01910
2,fit,S01912
2,fit,S01913
2,fit,S01915
2,fit,S01916
2,fit,S01917
2,fit,S01918
2,fit,S01919
2,fit,S01920
2,fit,S01921
2,fit,S01922
2,fit,S01923
2,fit,S01924
2,fit,S01925
2,fit,S01926
2,fit,S01928
2,fit,S01929
2,fit,S01930
2,fit,S01931
2,fit,S01932
2,fit,S01933
2,fit,S01934
2,fit,S01935
2,fit,S01938
2,fit,S01939
2,fit,S01940
2,fit,S01942
2,fit,S01944
2,fit,S01946
2,fit,S01948
2,fit,S01949
2,fit,S01950
2,fit,S01951
2,fit,S01952
2,fit,S01953
2,fit,S01954
2,fit,S01956
2,fit,S01957
2,fit,S01958
2,fit,S01960
2,fit,S01962
2,fit,S01964
2,fit,S01965
2,fit,S01966
2,fit,S01968
2,fit,S01969
2,fit,S01970
2,fit,S01973
2,fit,S01974
2,fit,S01975
2,fit,S01976
2,fit,S01977
2,fit,S01979
2,fit,S01980
2,fit,S01981
2,fit,S01982
2,fit,S01983
2,fit,S01984
2,fit,S01985
2,fit,S01986
2,fit,S01987
2,fit,S01988
2,fit,S01989
2,fit,S01990
2,fit,S01991
2,fit,S01992
2,fit,S01993
2,fit,S01995
2,fit,S01996
2,fit,S01997
2,fit,S01998
2,fit,S02000
2,fit,S02002
2,fit,S02003
2,fit,S02005
2,fit,S02006
2,fit,S02007
2,fit,S02008
2,fit,S02009
2,fit,S02010
2,fit,S02011
2,fit,S02012
2,fit,S02013
2,fit,S02015
2,fit,S02016
2,fit,S02018
2,fit,S02019
2,fit,S02020
2,fit,S02021
2,fit,S02022
2,fit,S02023
2,fit,S02024
2,fit,S02025
2,fit,S02026
2,fit,S02028
2,fit,S02029
2,fit,S02030
2,fit,S02031
2,fit,S02032
2,fit,S02034
2,fit,S02035
2,fit,S02036
2,fit,S02037
2,fit,S02038
2,fit,S02039
2,fit,S02040
2,fit,S02041
2,fit,S02042
2,fit,S02044
2,fit,S02045
2,fit,S02046
2,fit,S02047
2,fit,S02048
2,fit,S02050
2,fit,S02051
2,fit,S02053
2,fit,S02054
2,fit,S02055
2,fit,S02056
2,fit,S02057
2,fit,S02058
2,fit,S02059
2,fit,S02060
2,fit,S02062
2,fit,S02063
2,fit,S02064
2,fit,S02065
2,fit,S02067
2,fit,S02069
2,fit,S02070
2,fit,S02072
2,fit,S02075
2,fit,S02077
2,fit,S02078
2,fit,S02079
2,fit,S02080
2,fit,S02082
2,fit,S02083
2,fit,S02084
2,fit,S02085
2,fit,S02086
2,fit,S02087
2,fit,S02088
2,fit,S02089
2,fit,S02090
2,fit,S02092
2,fit,S02093
2,fit,S02095
2,fit,S02096
2,fit,S02097
2,fit,S02098
2,fit,S02099
2,fit,S02100
2,fit,S02101
2,fit,S02102
2,fit,S02103
2,fit,S02104
2,fit,S02107
2,fit,S02108
2,fit,S02109
2,fit,S02110
2,fit,S02111
2,fit,S02112
2,fit,S02113
2,fit,S02115
2,fit,S02118
2,fit,S02119
2,fit,S02120
2,fit,S02121
2,fit,S02122
2,fit,S02124
2,fit,S02125
2,fit,S02126
2,fit,S02127
2,fit,S02128
2,fit,S02129
2,fit,S02131
2,fit,S02132
2,fit,S02133
2,fit,S02134
2,fit,S02135
2,fit,S02136
2,fit,S02137
2,fit,S02140
2,fit,S02141
2,fit,S02142
2,fit,S02143
2,fit,S02144
2,fit,S02145
2,fit,S02147
2,fit,S02148
2,fit,S02149
2,fit,S02150
2,fit,S02151
2,fit,S02152
2,fit,S02153
2,fit,S02154
2,fit,S02155
2,fit,S02157
2,fit,S02158
2,fit,S02159
2,fit,S02161
2,fit,S02162
2,fit,S02164
2,fit,S02165
2,fit,S02167
2,fit,S02168
2,fit,S02169
2,fit,S02170
2,fit,S02171
2,fit,S02173
2,fit,S02176
2,fit,S02178
2,fit,S02180
2,fit,S02181
2,fit,S02182
2,fit,S02183
2,fit,S02184
2,fit,S02185
2,fit,S02186
2,fit,S02187
2,fit,S02188
2,fit,S02189
2,fit,S02190
2,fit,S02191
2,fit,S02192
2,fit,S02193
2,fit,S02194
2,fit,S02195
2,fit,S02197
2,fit,S02198
2,fit,S02199
2,fit,S02201
2,fit,S02204
2,fit,S02205
2,fit,S02207
2,fit,S02208
2,fit,S02209
2,fit,S02210
2,fit,S02213
2,fit,S02214
2,fit,S02215
2,fit,S02216
2,fit,S02217
2,fit,S02218
2,fit,S02219
2,fit,S02220
2,fit,S02221
2,fit,S02223
2,fit,S02224
2,fit,S02225
2,fit,S02226
2,fit,S02227
2,fit,S02228
2,fit,S02229
2,fit,S02231
2,fit,S02232
2,fit,S02233
2,fit,S02234
2,fit,S02235
2,fit,S02236
2,fit,S02237
2,fit,S02238
2,fit,S02239
2,fit,S02241
2,fit,S02242
2,fit,S02243
2,fit,S02244
2,fit,S02245
2,fit,S02246
2,fit,S02247
2,fit,S02248
2,fit,S02249
2,fit,S02250
2,fit,S02251
2,fit,S02252
2,fit,S02254
2,fit,S02255
2,fit,S02257
2,fit,S02258
2,fit,S02259
2,fit,S02260
2,fit,S02261
2,fit,S02262
2,fit,S02263
2,fit,S02264
2,fit,S02265
2,fit,S02266
2,fit,S02267
2,fit,S02268
2,fit,S02271
2,fit,S02272
2,fit,S02274
2,fit,S02276
2,fit,S02277
2,fit,S02278
2,fit,S02279
2,fit,S02280
2,fit,S02283
2,fit,S02284
2,fit,S02285
2,fit,S02287
2,fit,S02289
2,fit,S02290
2,fit,S02291
2,fit,S02292
2,fit,S02293
2,fit,S02294
2,fit,S02297
2,fit,S02299
2,calibration,S00002
2,calibration,S00036
2,calibration,S00039
2,calibration,S00090
2,calibration,S00105
2,calibration,S00115
2,calibration,S00116
2,calibration,S00174
2,calibration,S00182
2,calibration,S00183
2,calibration,S00196
2,calibration,S00209
2,calibration,S00224
2,calibration,S00227
2,calibration,S00244
2,calibration,S00253
2,calibration,S00262
2,calibration,S00277
2,calibration,S00281
2,calibration,S00284
2,calibration,S00290
2,calibration,S00313
2,calibration,S00339
2,calibration,S00341
2,calibration,S00342
2,calibration,S00344
2,calibration,S00347
2,calibration,S00353
2,calibration,S00362
2,calibration,S00382
2,calibration,S00398
2,calibration,S00402
2,calibration,S00416
2,calibration,S00417
2,calibration,S00432
2,calibration,S00443
2,calibration,S00447
2,calibration,S00449
2,calibration,S00455
2,calibration,S00468
2,calibration,S00498
2,calibration,S00501
2,calibration,S00502
2,calibration,S00518
2,calibration,S00519
2,calibration,S00534
2,calibration,S00556
2,calibration,S00588
2,calibration,S00591
2,calibration,S00594
2,calibration,S00604
2,calibration,S00608
2,calibration,S00612
2,calibration,S00616
2,calibration,S00619
2,calibration,S00626
2,calibration,S00634
2,calibration,S00640
2,calibration,S00645
2,calibration,S00676
2,calibration,S00702
2,calibration,S00705
2,calibration,S00711
2,calibration,S00720
2,calibration,S00738
2,calibration,S00755
2,calibration,S00758
2,calibration,S00764
2,calibration,S00784
2,calibration,S00788
2,calibration,S00795
2,calibration,S00839
2,calibration,S00840
2,calibration,S00841
2,calibration,S00842
2,calibration,S00847
2,calibration,S00855
2,calibration,S00862
2,calibration,S00867
2,calibration,S00870
2,calibration,S00882
2,calibration,S00924
2,calibration,S00925
2,calibration,S00928
2,calibration,S00935
2,calibration,S00942
2,calibration,S00943
2,calibration,S00959
2,calibration,S00968
2,calibration,S00974
2,calibration,S01025
2,calibration,S01026
2,calibration,S01049
2,calibration,S01060
2,calibration,S01067
2,calibration,S01098
2,calibration,S01106
2,calibration,S01112
2,calibration,S01123
2,calibration,S01127
2,calibration,S01147
2,calibration,S01158
2,calibration,S01190
2,calibration,S01193
2,calibration,S01224
2,calibration,S01232
2,calibration,S01233
2,calibration,S01234
2,calibration,S01245
2,calibration,S01257
2,calibration,S01261
2,calibration,S01278
2,calibration,S01287
2,calibration,S01288
2,calibration,S01297
2,calibration,S01337
2,calibration,S01353
2,calibration,S01362
2,calibration,S01363
2,calibration,S01380
2,calibration,S01382
2,calibration,S01390
2,calibration,S01399
2,calibration,S01416
2,calibration,S01424
2,calibration,S01454
2,calibration,S01457
2,calibration,S01458
2,calibration,S01468
2,calibration,S01483
2,calibration,S01505
2,calibration,S01522
2,calibration,S01523
2,calibration,S01525
2,calibration,S01533
2,calibration,S01535
2,calibration,S01545
2,calibration,S01565
2,calibration,S01570
2,calibration,S01578
2,calibration,S01580
2,calibration,S01601
2,calibration,S01608
2,calibration,S01626
2,calibration,S01630
2,calibration,S01639
2,calibration,S01655
2,calibration,S01680
2,calibration,S01682
2,calibration,S01697
2,calibration,S01712
2,calibration,S01732
2,calibration,S01737
2,calibration,S01774
2,calibration,S01785
2,calibration,S01786
2,calibration,S01791
2,calibration,S01798
2,calibration,S01802
2,calibration,S01813
2,calibration,S01820
2,calibration,S01827
2,calibration,S01828
2,calibration,S01869
2,calibration,S01886
2,calibration,S01899
2,calibration,S01901
2,calibration,S01907
2,calibration,S01936
2,calibration,S01943
2,calibration,S01947
2,calibration,S01959
2,calibration,S01963
2,calibration,S01967
2,calibration,S01972
2,calibration,S01978
2,calibration,S01999
2,calibration,S02014
2,calibration,S02049
2,calibration,S02052
2,calibration,S02061
2,calibration,S02068
2,calibration,S02071
2,calibration,S02074
2,calibration,S02081
2,calibration,S02105
2,calibration,S02114
2,calibration,S02117
2,calibration,S02123
2,calibration,S02146
2,calibration,S02160
2,calibration,S02163
2,calibration,S02172
2,calibration,S02177
2,calibration,S02179
2,calibration,S02200
2,calibration,S02202
2,calibration,S02203
2,calibration,S02211
2,calibration,S02253
2,calibration,S02269
2,calibration,S02275
2,calibration,S02281
2,calibration,S02282
2,calibration,S02288
2,calibration,S02295
2,calibration,S02298
2,test,S00010
2,test,S00015
2,test,S00025
2,test,S00040
2,test,S00050
2,test,S00056
2,test,S00066
2,test,S00074
2,test,S00084
2,test,S00100
2,test,S00114
2,test,S00130
2,test,S00140
2,test,S00141
2,test,S00150
2,test,S00166
2,test,S00176
2,test,S00190
2,test,S00195
2,test,S00205
2,test,S00214
2,test,S00223
2,test,S00240
2,test,S00249
2,test,S00252
2,test,S00254
2,test,S00264
2,test,S00280
2,test,S00285
2,test,S00295
2,test,S00312
2,test,S00321
2,test,S00324
2,test,S00326
2,test,S00336
2,test,S00352
2,test,S00370
2,test,S00375
2,test,S00385
2,test,S00399
2,test,S00409
2,test,S00415
2,test,S00425
2,test,S00435
2,test,S00445
2,test,S00451
2,test,S00461
2,test,S00466
2,test,S00474
2,test,S00491
2,test,S00503
2,test,S00509
2,test,S00525
2,test,S00535
2,test,S00549
2,test,S00554
2,test,S00564
2,test,S00579
2,test,S00589
2,test,S00595
2,test,S00605
2,test,S00610
2,test,S00618
2,test,S00635
2,test,S00647
2,test,S00653
2,test,S00669
2,test,S00679
2,test,S00693
2,test,S00698
2,test,S00708
2,test,S00718
2,test,S00719
2,test,S00729
2,test,S00734
2,test,S00744
2,test,S00759
2,test,S00769
2,test,S00775
2,test,S00785
2,test,S00793
2,test,S00803
2,test,S00819
2,test,S00833
2,test,S00849
2,test,S00859
2,test,S00863
2,test,S00865
2,test,S00875
2,test,S00891
2,test,S00905
2,test,S00921
2,test,S00931
2,test,S00932
2,test,S00939
2,test,S00949
2,test,S00955
2,test,S00965
2,test,S00970
2,test,S00978
2,test,S00995
2,test,S01014
2,test,S01031
2,test,S01040
2,test,S01043
2,test,S01045
2,test,S01055
2,test,S01071
2,test,S01089
2,test,S01094
2,test,S01104
2,test,S01119
2,test,S01129
2,test,S01135
2,test,S01145
2,test,S01161
2,test,S01166
2,test,S01176
2,test,S01191
2,test,S01201
2,test,S01207
2,test,S01217
2,test,S01225
2,test,S01235
2,test,S01251
2,test,S01265
2,test,S01281
2,test,S01291
2,test,S01292
2,test,S01301
2,test,S01317
2,test,S01327
2,test,S01341
2,test,S01346
2,test,S01356
2,test,S01365
2,test,S01374
2,test,S01391
2,test,S01400
2,test,S01403
2,test,S01405
2,test,S01415
2,test,S01431
2,test,S01436
2,test,S01446
2,test,S01463
2,test,S01472
2,test,S01475
2,test,S01477
2,test,S01487
2,test,S01503
2,test,S01521
2,test,S01526
2,test,S01536
2,test,S01550
2,test,S01560
2,test,S01566
2,test,S01576
2,test,S01586
2,test,S01596
2,test,S01602
2,test,S01612
2,test,S01617
2,test,S01625
2,test,S01642
2,test,S01654
2,test,S01660
2,test,S01676
2,test,S01686
2,test,S01700
2,test,S01705
2,test,S01715
2,test,S01731
2,test,S01734
2,test,S01747
2,test,S01757
2,test,S01771
2,test,S01779
2,test,S01780
2,test,S01814
2,test,S01821
2,test,S01824
2,test,S01832
2,test,S01835
2,test,S01845
2,test,S01861
2,test,S01871
2,test,S01881
2,test,S01897
2,test,S01911
2,test,S01914
2,test,S01927
2,test,S01937
2,test,S01941
2,test,S01945
2,test,S01955
2,test,S01961
2,test,S01971
2,test,S01994
2,test,S02001
2,test,S02004
2,test,S02017
2,test,S02027
2,test,S02033
2,test,S02043
2,test,S02066
2,test,S02073
2,test,S02076
2,test,S02091
2,test,S02094
2,test,S02106
2,test,S02116
2,test,S02130
2,test,S02138
2,test,S02139
2,test,S02156
2,test,S02166
2,test,S02174
2,test,S02175
2,test,S02196
2,test,S02206
2,test,S02212
2,test,S02222
2,test,S02230
2,test,S02240
2,test,S02256
2,test,S02270
2,test,S02273
2,test,S02286
2,test,S02296
3,fit,S00001
3,fit,S00002
3,fit,S00003
3,fit,S00004
3,fit,S00005
3,fit,S00006
3,fit,S00007
3,fit,S00008
3,fit,S00010
3,fit,S00011
3,fit,S00013
3,fit,S00014
3,fit,S00015
3,fit,S00016
3,fit,S00019
3,fit,S00020
3,fit,S00021
3,fit,S00022
3,fit,S00023
3,fit,S00024
3,fit,S00025
3,fit,S00026
3,fit,S00027
3,fit,S00028
3,fit,S00030
3,fit,S00031
3,fit,S00032
3,fit,S00033
3,fit,S00035
3,fit,S00036
3,fit,S00038
3,fit,S00040
3,fit,S00041
3,fit,S00042
3,fit,S00043
3,fit,S00044
3,fit,S00045
3,fit,S00046
3,fit,S00047
3,fit,S00048
3,fit,S00050
3,fit,S00052
3,fit,S00053
3,fit,S00054
3,fit,S00056
3,fit,S00057
3,fit,S00058
3,fit,S00059
3,fit,S00060
3,fit,S00061
3,fit,S00062
3,fit,S00063
3,fit,S00064
3,fit,S00066
3,fit,S00067
3,fit,S00069
3,fit,S00070
3,fit,S00071
3,fit,S00072
3,fit,S00074
3,fit,S00075
3,fit,S00077
3,fit,S00078
3,fit,S00079
3,fit,S00080
3,fit,S00081
3,fit,S00082
3,fit,S00084
3,fit,S00085
3,fit,S00086
3,fit,S00087
3,fit,S00088
3,fit,S00089
3,fit,S00090
3,fit,S00091
3,fit,S00092
3,fit,S00094
3,fit,S00096
3,fit,S00097
3,fit,S00101
3,fit,S00102
3,fit,S00103
3,fit,S00104
3,fit,S00105
3,fit,S00106
3,fit,S00107
3,fit,S00108
3,fit,S00109
3,fit,S00110
3,fit,S00111
3,fit,S00112
3,fit,S00114
3,fit,S00117
3,fit,S00118
3,fit,S00119
3,fit,S00120
3,fit,S00121
3,fit,S00122
3,fit,S00123
3,fit,S00124
3,fit,S00125
3,fit,S00126
3,fit,S00127
3,fit,S00128
3,fit,S00130
3,fit,S00131
3,fit,S00132
3,fit,S00134
3,fit,S00135
3,fit,S00136
3,fit,S00137
3,fit,S00138
3,fit,S00140
3,fit,S00141
3,fit,S00142
3,fit,S00143
3,fit,S00144
3,fit,S00145
3,fit,S00146
3,fit,S00147
3,fit,S00148
3,fit,S00150
3,fit,S00151
3,fit,S00153
3,fit,S00154
3,fit,S00155
3,fit,S00156
3,fit,S00157
3,fit,S00158
3,fit,S00159
3,fit,S00160
3,fit,S00161
3,fit,S00162
3,fit,S00163
3,fit,S00164
3,fit,S00166
3,fit,S00167
3,fit,S00168
3,fit,S00170
3,fit,S00171
3,fit,S00172
3,fit,S00173
3,fit,S00174
3,fit,S00176
3,fit,S00177
3,fit,S00178
3,fit,S00180
3,fit,S00181
3,fit,S00182
3,fit,S00183
3,fit,S00184
3,fit,S00185
3,fit,S00186
3,fit,S00187
3,fit,S00188
3,fit,S00190
3,fit,S00191
3,fit,S00192
3,fit,S00193
3,fit,S00194
3,fit,S00195
3,fit,S00196
3,fit,S00199
3,fit,S00200
3,fit,S00202
3,fit,S00203
3,fit,S00204
3,fit,S00205
3,fit,S00206
3,fit,S00207
3,fit,S00208
3,fit,S00210
3,fit,S00212
3,fit,S00214
3,fit,S00215
3,fit,S00216
3,fit,S00217
3,fit,S00218
3,fit,S00219
3,fit,S00220
3,fit,S00221
3,fit,S00222
3,fit,S00223
3,fit,S00224
3,fit,S00226
3,fit,S00228
3,fit,S00229
3,fit,S00230
3,fit,S00231
3,fit,S00233
3,fit,S00234
3,fit,S00235
3,fit,S00236
3,fit,S00237
3,fit,S00238
3,fit,S00240
3,fit,S00241
3,fit,S00243
3,fit,S00244
3,fit,S00245
3,fit,S00246
3,fit,S00247
3,fit,S00248
3,fit,S00251
3,fit,S00255
3,fit,S00256
3,fit,S00257
3,fit,S00258
3,fit,S00259
3,fit,S00260
3,fit,S00261
3,fit,S00262
3,fit,S00264
3,fit,S00265
3,fit,S00266
3,fit,S00267
3,fit,S00269
3,fit,S00270
3,fit,S00271
3,fit,S00272
3,fit,S00273
3,fit,S00274
3,fit,S00275
3,fit,S00276
3,fit,S00277
3,fit,S00278
3,fit,S00280
3,fit,S00281
3,fit,S00282
3,fit,S00283
3,fit,S00284
3,fit,S00285
3,fit,S00287
3,fit,S00288
3,fit,S00289
3,fit,S00290
3,fit,S00291
3,fit,S00292
3,fit,S00293
3,fit,S00294
3,fit,S00295
3,fit,S00296
3,fit,S00297
3,fit,S00298
3,fit,S00299
3,fit,S00300
3,fit,S00301
3,fit,S00302
3,fit,S00303
3,fit,S00305
3,fit,S00306
3,fit,S00307
3,fit,S00308
3,fit,S00309
3,fit,S00312
3,fit,S00313
3,fit,S00315
3,fit,S00316
3,fit,S00317
3,fit,S00318
3,fit,S00319
3,fit,S00320
3,fit,S00321
3,fit,S00323
3,fit,S00324
3,fit,S00326
3,fit,S00327
3,fit,S00328
3,fit,S00331
3,fit,S00332
3,fit,S00333
3,fit,S00334
3,fit,S00336
3,fit,S00337
3,fit,S00338
3,fit,S00339
3,fit,S00340
3,fit,S00341
3,fit,S00342
3,fit,S00343
3,fit,S00344
3,fit,S00345
3,fit,S00346
3,fit,S00347
3,fit,S00348
3,fit,S00349
3,fit,S00350
3,fit,S00352
3,fit,S00353
3,fit,S00355
3,fit,S00356
3,fit,S00357
3,fit,S00358
3,fit,S00360
3,fit,S00361
3,fit,S00362
3,fit,S00363
3,fit,S00364
3,fit,S00365
3,fit,S00366
3,fit,S00367
3,fit,S00368
3,fit,S00370
3,fit,S00371
3,fit,S00374
3,fit,S00377
3,fit,S00378
3,fit,S00379
3,fit,S00380
3,fit,S00381
3,fit,S00382
3,fit,S00384
3,fit,S00385
3,fit,S00387
3,fit,S00388
3,fit,S00391
3,fit,S00393
3,fit,S00394
3,fit,S00395
3,fit,S00396
3,fit,S00397
3,fit,S00399
3,fit,S00400
3,fit,S00401
3,fit,S00402
3,fit,S00403
3,fit,S00404
3,fit,S00406
3,fit,S00407
3,fit,S00409
3,fit,S00410
3,fit,S00411
3,fit,S00412
3,fit,S00413
3,fit,S00415
3,fit,S00416
3,fit,S00418
3,fit,S00419
3,fit,S00420
3,fit,S00421
3,fit,S00422
3,fit,S00423
3,fit,S00425
3,fit,S00426
3,fit,S00427
3,fit,S00428
3,fit,S00429
3,fit,S00430
3,fit,S00431
3,fit,S00432
3,fit,S00433
3,fit,S00435
3,fit,S00436
3,fit,S00438
3,fit,S00439
3,fit,S00440
3,fit,S00441
3,fit,S00442
3,fit,S00445
3,fit,S00446
3,fit,S00447
3,fit,S00448
3,fit,S00449
3,fit,S00451
3,fit,S00452
3,fit,S00453
3,fit,S00454
3,fit,S00455
3,fit,S00457
3,fit,S00458
3,fit,S00459
3,fit,S00461
3,fit,S00462
3,fit,S00463
3,fit,S00464
3,fit,S00465
3,fit,S00466
3,fit,S00467
3,fit,S00468
3,fit,S00469
3,fit,S00470
3,fit,S00471
3,fit,S00472
3,fit,S00474
3,fit,S00475
3,fit,S00476
3,fit,S00477
3,fit,S00478
3,fit,S00479
3,fit,S00480
3,fit,S00481
3,fit,S00482
3,fit,S00484
3,fit,S00485
3,fit,S00486
3,fit,S00487
3,fit,S00488
3,fit,S00489
3,fit,S00491
3,fit,S00492
3,fit,S00494
3,fit,S00495
3,fit,S00496
3,fit,S00497
3,fit,S00498
3,fit,S00499
3,fit,S00500
3,fit,S00501
3,fit,S00502
3,fit,S00503
3,fit,S00504
3,fit,S00505
3,fit,S00506
3,fit,S00507
3,fit,S00509
3,fit,S00510
3,fit,S00512
3,fit,S00513
3,fit,S00514
3,fit,S00515
3,fit,S00516
3,fit,S00517
3,fit,S00518
3,fit,S00519
3,fit,S00521
3,fit,S00522
3,fit,S00523
3,fit,S00525
3,fit,S00526
3,fit,S00527
3,fit,S00528
3,fit,S00529
3,fit,S00530
3,fit,S00532
3,fit,S00533
3,fit,S00535
3,fit,S00536
3,fit,S00537
3,fit,S00538
3,fit,S00539
3,fit,S00540
3,fit,S00541
3,fit,S00542
3,fit,S00544
3,fit,S00545
3,fit,S00546
3,fit,S00547
3,fit,S00549
3,fit,S00551
3,fit,S00552
3,fit,S00553
3,fit,S00554
3,fit,S00555
3,fit,S00558
3,fit,S00559
3,fit,S00561
3,fit,S00562
3,fit,S00563
3,fit,S00564
3,fit,S00566
3,fit,S00567
3,fit,S00568
3,fit,S00569
3,fit,S00570
3,fit,S00571
3,fit,S00572
3,fit,S00573
3,fit,S00574
3,fit,S00575
3,fit,S00576
3,fit,S00577
3,fit,S00579
3,fit,S00580
3,fit,S00581
3,fit,S00582
3,fit,S00583
3,fit,S00584
3,fit,S00585
3,fit,S00586
3,fit,S00589
3,fit,S00590
3,fit,S00591
3,fit,S00592
3,fit,S00595
3,fit,S00596
3,fit,S00597
3,fit,S00598
3,fit,S00599
3,fit,S00600
3,fit,S00601
3,fit,S00602
3,fit,S00603
3,fit,S00605
3,fit,S00606
3,fit,S00607
3,fit,S00608
3,fit,S00609
3,fit,S00610
3,fit,S00611
3,fit,S00612
3,fit,S00613
3,fit,S00614
3,fit,S00615
3,fit,S00616
3,fit,S00617
3,fit,S00618
3,fit,S00619
3,fit,S00620
3,fit,S00621
3,fit,S00622
3,fit,S00623
3,fit,S00625
3,fit,S00626
3,fit,S00628
3,fit,S00629
3,fit,S00630
3,fit,S00631
3,fit,S00632
3,fit,S00633
3,fit,S00635
3,fit,S00636
3,fit,S00638
3,fit,S00639
3,fit,S00640
3,fit,S00641
3,fit,S00642
3,fit,S00643
3,fit,S00644
3,fit,S00645
3,fit,S00646
3,fit,S00647
3,fit,S00648
3,fit,S00649
3,fit,S00650
3,fit,S00651
3,fit,S00653
3,fit,S00654
3,fit,S00656
3,fit,S00657
3,fit,S00658
3,fit,S00659
3,fit,S00661
3,fit,S00663
3,fit,S00664
3,fit,S00665
3,fit,S00666
3,fit,S00667
3,fit,S00669
3,fit,S00671
3,fit,S00672
3,fit,S00673
3,fit,S00674
3,fit,S00675
3,fit,S00676
3,fit,S00677
3,fit,S00679
3,fit,S00680
3,fit,S00681
3,fit,S00682
3,fit,S00683
3,fit,S00684
3,fit,S00685
3,fit,S00686
3,fit,S00687
3,fit,S00688
3,fit,S00689
3,fit,S00690
3,fit,S00693
3,fit,S00695
3,fit,S00698
3,fit,S00699
3,fit,S00703
3,fit,S00704
3,fit,S00706
3,fit,S00707
3,fit,S00708
3,fit,S00709
3,fit,S00710
3,fit,S00711
3,fit,S00712
3,fit,S00713
3,fit,S00714
3,fit,S00715
3,fit,S00716
3,fit,S00718
3,fit,S00719
3,fit,S00720
3,fit,S00721
3,fit,S00722
3,fit,S00724
3,fit,S00725
3,fit,S00726
3,fit,S00727
3,fit,S00729
3,fit,S00730
3,fit,S00731
3,fit,S00732
3,fit,S00733
3,fit,S00734
3,fit,S00735
3,fit,S00738
3,fit,S00739
3,fit,S00740
3,fit,S00741
3,fit,S00742
3,fit,S00743
3,fit,S00744
3,fit,S00745
3,fit,S00746
3,fit,S00748
3,fit,S00749
3,fit,S00750
3,fit,S00751
3,fit,S00752
3,fit,S00753
3,fit,S00754
3,fit,S00755
3,fit,S00756
3,fit,S00757
3,fit,S00759
3,fit,S00760
3,fit,S00761
3,fit,S00762
3,fit,S00764
3,fit,S00765
3,fit,S00766
3,fit,S00767
3,fit,S00769
3,fit,S00770
3,fit,S00771
3,fit,S00772
3,fit,S00773
3,fit,S00775
3,fit,S00777
3,fit,S00778
3,fit,S00780
3,fit,S00781
3,fit,S00782
3,fit,S00783
3,fit,S00785
3,fit,S00786
3,fit,S00788
3,fit,S00789
3,fit,S00790
3,fit,S00791
3,fit,S00793
3,fit,S00794
3,fit,S00795
3,fit,S00796
3,fit,S00797
3,fit,S00798
3,fit,S00799
3,fit,S00800
3,fit,S00801
3,fit,S00805
3,fit,S00806
3,fit,S00807
3,fit,S00808
3,fit,S00809
3,fit,S00810
3,fit,S00811
3,fit,S00812
3,fit,S00813
3,fit,S00816
3,fit,S00817
3,fit,S00819
3,fit,S00821
3,fit,S00822
3,fit,S00823
3,fit,S00824
3,fit,S00825
3,fit,S00826
3,fit,S00827
3,fit,S00828
3,fit,S00830
3,fit,S00831
3,fit,S00833
3,fit,S00834
3,fit,S00836
3,fit,S00837
3,fit,S00838
3,fit,S00839
3,fit,S00840
3,fit,S00841
3,fit,S00842
3,fit,S00843
3,fit,S00845
3,fit,S00846
3,fit,S00847
3,fit,S00849
3,fit,S00850
3,fit,S00851
3,fit,S00852
3,fit,S00854
3,fit,S00856
3,fit,S00857
3,fit,S00859
3,fit,S00860
3,fit,S00861
3,fit,S00863
3,fit,S00865
3,fit,S00866
3,fit,S00867
3,fit,S00868
3,fit,S00869
3,fit,S00870
3,fit,S00871
3,fit,S00872
3,fit,S00875
3,fit,S00877
3,fit,S00878
3,fit,S00879
3,fit,S00880
3,fit,S00881
3,fit,S00884
3,fit,S00885
3,fit,S00886
3,fit,S00887
3,fit,S00888
3,fit,S00889
3,fit,S00891
3,fit,S00892
3,fit,S00894
3,fit,S00895
3,fit,S00896
3,fit,S00897
3,fit,S00898
3,fit,S00899
3,fit,S00900
3,fit,S00901
3,fit,S00903
3,fit,S00905
3,fit,S00909
3,fit,S00910
3,fit,S00911
3,fit,S00912
3,fit,S00913
3,fit,S00914
3,fit,S00915
3,fit,S00916
3,fit,S00917
3,fit,S00918
3,fit,S00919
3,fit,S00921
3,fit,S00922
3,fit,S00923
3,fit,S00924
3,fit,S00925
3,fit,S00926
3,fit,S00927
3,fit,S00928
3,fit,S00929
3,fit,S00932
3,fit,S00933
3,fit,S00935
3,fit,S00936
3,fit,S00937
3,fit,S00939
3,fit,S00941
3,fit,S00942
3,fit,S00943
3,fit,S00944
3,fit,S00945
3,fit,S00946
3,fit,S00947
3,fit,S00949
3,fit,S00950
3,fit,S00951
3,fit,S00952
3,fit,S00953
3,fit,S00956
3,fit,S00957
3,fit,S00958
3,fit,S00959
3,fit,S00960
3,fit,S00961
3,fit,S00962
3,fit,S00963
3,fit,S00965
3,fit,S00966
3,fit,S00967
3,fit,S00968
3,fit,S00969
3,fit,S00970
3,fit,S00971
3,fit,S00972
3,fit,S00973
3,fit,S00974
3,fit,S00975
3,fit,S00976
3,fit,S00977
3,fit,S00978
3,fit,S00979
3,fit,S00980
3,fit,S00981
3,fit,S00982
3,fit,S00983
3,fit,S00984
3,fit,S00985
3,fit,S00988
3,fit,S00989
3,fit,S00990
3,fit,S00991
3,fit,S00992
3,fit,S00993
